actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
George Peppard,Jan-Michael Vincent,Paul Winfield,Jack Smight,Sci-Fi,damnation all,George Peppard Jan-Michael Vincent Paul Winfield Jack Smight Sci-Fi
Julianna Guill,Rick Gomez,Tim Williams,Todd Lincoln,Horror|Thriller,the appariti,Julianna Guill Rick Gomez Tim Williams Todd Lincoln Horror|Thriller
Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,Howard Zieff,Comedy|Drama|Family|Romance,my gi,Macaulay Culkin Jamie Lee Curtis Griffin Dunne Howard Zieff Comedy|Drama|Family|Romance
Robert Downey Jr.,Ty Burrell,Matt Servitto,Steven Shainberg,Biography|Drama|Romance,fur: an imaginary portrait of diane arb,Robert Downey Jr. Ty Burrell Matt Servitto Steven Shainberg Biography|Drama|Romance
Rufus Sewell,Eddie Marsan,Jake Wood,Neil Burger,Drama|Mystery|Romance|Thriller,the illusioni,Rufus Sewell Eddie Marsan Jake Wood Neil Burger Drama|Mystery|Romance|Thriller
Hal Holbrook,Tamara Tunie,James Karen,Oliver Stone,Crime|Drama,wall stre,Hal Holbrook Tamara Tunie James Karen Oliver Stone Crime|Drama
Alan Rickman,Kate Winslet,Tom Wilkinson,Ang Lee,Drama|Romance,sense and sensibili,Alan Rickman Kate Winslet Tom Wilkinson Ang Lee Drama|Romance
Anne Hathaway,Julie Walters,Laurence Fox,Julian Jarrold,Biography|Drama|Romance,becoming ja,Anne Hathaway Julie Walters Laurence Fox Julian Jarrold Biography|Drama|Romance
Danny Strong,Matt Long,Samm Levine,Joe Nussbaum,Comedy|Romance,sydney whi,Danny Strong Matt Long Samm Levine Joe Nussbaum Comedy|Romance
Frances Fisher,Kim Dickens,Ron Eldard,Vadim Perelman,Drama,house of sand and f,Frances Fisher Kim Dickens Ron Eldard Vadim Perelman Drama
Robin Williams,Josh Charles,Kurtwood Smith,Peter Weir,Comedy|Drama,dead poets socie,Robin Williams Josh Charles Kurtwood Smith Peter Weir Comedy|Drama
Lauren Holly,Mike Starr,Teri Garr,Peter Farrelly,Comedy,dumb & dumb,Lauren Holly Mike Starr Teri Garr Peter Farrelly Comedy
Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,Rob Reiner,Comedy|Drama|Romance,when harry met sally.,Bruno Kirby Gretchen Palmer Harley Jane Kozak Rob Reiner Comedy|Drama|Romance
Charlotte Rampling,James Mason,Jack Warden,Sidney Lumet,Drama,the verdi,Charlotte Rampling James Mason Jack Warden Sidney Lumet Drama
Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Todd Phillips,Comedy,road tr,Ethan Suplee Rachel Blanchard Paulo Costanzo Todd Phillips Comedy
Paul Walker,Ron Lester,Mark Walters,Brian Robbins,Comedy|Drama|Romance|Sport,varsity blu,Paul Walker Ron Lester Mark Walters Brian Robbins Comedy|Drama|Romance|Sport
Bérénice Bejo,Ed Lauter,Beth Grant,Michel Hazanavicius,Comedy|Drama|Romance,the arti,Bérénice Bejo Ed Lauter Beth Grant Michel Hazanavicius Comedy|Drama|Romance
Gary Oldman,Atticus Shaffer,Rachel Brosnahan,David S. Goyer,Drama|Fantasy|Horror|Mystery|Thriller,the unbo,Gary Oldman Atticus Shaffer Rachel Brosnahan David S. Goyer Drama|Fantasy|Horror|Mystery|Thriller
Bruce Willis,Bill Murray,Bob Balaban,Wes Anderson,Adventure|Comedy|Drama|Romance,moonrise kingd,Bruce Willis Bill Murray Bob Balaban Wes Anderson Adventure|Comedy|Drama|Romance
Matt Bomer,Jordana Brewster,Lew Temple,Jonathan Liebesman,Horror,the texas chainsaw massacre: the beginni,Matt Bomer Jordana Brewster Lew Temple Jonathan Liebesman Horror
Clive Russell,Vincent Walsh,Finn Ireland,Cyrus Nowrasteh,Drama,the young messi,Clive Russell Vincent Walsh Finn Ireland Cyrus Nowrasteh Drama
Jennifer Esposito,Kenan Thompson,James Brolin,Perry Andelin Blake,Comedy|Family,the master of disgui,Jennifer Esposito Kenan Thompson James Brolin Perry Andelin Blake Comedy|Family
Ivana Baquero,Maribel Verdú,Sergi López,Guillermo del Toro,Drama|Fantasy|War,pan's labyrin,Ivana Baquero Maribel Verdú Sergi López Guillermo del Toro Drama|Fantasy|War
Joel Courtney,Jessika Van,Riley Smith,uknown,Drama|Fantasy|Mystery|Thriller,the messengers          ,Joel Courtney Jessika Van Riley Smith uknown Drama|Fantasy|Mystery|Thriller
Leslie Bibb,Angus T. Jones,Paul Sorvino,John Whitesell,Action|Comedy|Crime|Family,see spot r,Leslie Bibb Angus T. Jones Paul Sorvino John Whitesell Action|Comedy|Crime|Family
Mo'Nique,Snoop Dogg,Angell Conwell,John Singleton,Crime|Drama|Romance|Thriller,baby b,Mo'Nique Snoop Dogg Angell Conwell John Singleton Crime|Drama|Romance|Thriller
Leighton Meester,Danneel Ackles,Frances Fisher,Christian E. Christiansen,Drama|Horror|Thriller,the roomma,Leighton Meester Danneel Ackles Frances Fisher Christian E. Christiansen Drama|Horror|Thriller
Brittany Daniel,Erik Per Sullivan,Fred Ward,Dennie Gordon,Adventure|Comedy|Drama,joe di,Brittany Daniel Erik Per Sullivan Fred Ward Dennie Gordon Adventure|Comedy|Drama
Bolo Yeung,Alonna Shaw,Kamel Krifa,Sheldon Lettich,Action|Crime,double impa,Bolo Yeung Alonna Shaw Kamel Krifa Sheldon Lettich Action|Crime
Bill Bailey,Joe Cornish,Billie Whitelaw,Edgar Wright,Action|Comedy|Mystery,hot fu,Bill Bailey Joe Cornish Billie Whitelaw Edgar Wright Action|Comedy|Mystery
Jada Pinkett Smith,Debi Mazar,Debra Messing,Diane English,Comedy|Drama,the wom,Jada Pinkett Smith Debi Mazar Debra Messing Diane English Comedy|Drama
Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,Woody Allen,Drama|Romance,vicky cristina barcelo,Scarlett Johansson Kevin Dunn Christopher Evan Welch Woody Allen Drama|Romance
Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,Peter Flinth,Action|Adventure|Drama|Romance|War,arn: the knight templ,Gustaf Skarsgård Michael Nyqvist Vincent Perez Peter Flinth Action|Adventure|Drama|Romance|War
Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Jon Lucas,Comedy,bad mo,Mila Kunis Jay Hernandez Jada Pinkett Smith Jon Lucas Comedy
Alyson Hannigan,Amanda Detmer,Tsianina Joelson,Robert Iscove,Comedy|Drama|Romance,boys and gir,Alyson Hannigan Amanda Detmer Tsianina Joelson Robert Iscove Comedy|Drama|Romance
Patrick Fugit,Cole Hauser,Marc Donato,Peter Kosminsky,Drama,white oleand,Patrick Fugit Cole Hauser Marc Donato Peter Kosminsky Drama
J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Karyn Kusama,Comedy|Fantasy|Horror,jennifer's bo,J.K. Simmons Amy Sedaris Cynthia Stevenson Karyn Kusama Comedy|Fantasy|Horror
Will Ferrell,Jamie Lee Curtis,Tracey Walter,Nick Gomez,Comedy|Crime|Mystery,drowning mo,Will Ferrell Jamie Lee Curtis Tracey Walter Nick Gomez Comedy|Crime|Mystery
Mike Starr,Don Pardo,Julie Kavner,Woody Allen,Comedy,radio da,Mike Starr Don Pardo Julie Kavner Woody Allen Comedy
Nicolas Cage,Lea Thompson,Quinton Aaron,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,left behi,Nicolas Cage Lea Thompson Quinton Aaron Vic Armstrong Action|Drama|Fantasy|Mystery|Thriller
Robert Pattinson,Lena Olin,Ruby Jerins,Allen Coulter,Drama|Romance,remember ,Robert Pattinson Lena Olin Ruby Jerins Allen Coulter Drama|Romance
Dylan Baker,Alexandra Holden,Trent Ford,Clare Kilner,Comedy|Drama|Romance,how to de,Dylan Baker Alexandra Holden Trent Ford Clare Kilner Comedy|Drama|Romance
Jon Lovitz,Alyson Hannigan,Tony Jay,Richard Benjamin,Comedy|Romance|Sci-Fi,my stepmother is an ali,Jon Lovitz Alyson Hannigan Tony Jay Richard Benjamin Comedy|Romance|Sci-Fi
Denzel Washington,Tom Hanks,Jason Robards,Jonathan Demme,Drama,philadelph,Denzel Washington Tom Hanks Jason Robards Jonathan Demme Drama
Gretchen Mol,Craig Bierko,Brad William Henke,Josef Rusnak,Mystery|Sci-Fi|Thriller,the thirteenth flo,Gretchen Mol Craig Bierko Brad William Henke Josef Rusnak Mystery|Sci-Fi|Thriller
Farrah Fawcett,Vincent Pastore,Jenifer Lewis,Lance Rivera,Comedy,the cooko,Farrah Fawcett Vincent Pastore Jenifer Lewis Lance Rivera Comedy
Martin Landau,Karl Malden,Brian Keith,Ronald Neame,Action|Drama|Sci-Fi|Thriller,mete,Martin Landau Karl Malden Brian Keith Ronald Neame Action|Drama|Sci-Fi|Thriller
Lochlyn Munro,Marian Seldes,Huey Lewis,Bruce Paltrow,Comedy|Drama|Music,due,Lochlyn Munro Marian Seldes Huey Lewis Bruce Paltrow Comedy|Drama|Music
Woody Allen,Debra Messing,Treat Williams,Woody Allen,Comedy|Romance,hollywood endi,Woody Allen Debra Messing Treat Williams Woody Allen Comedy|Romance
Natasha Lyonne,Lin Shaye,Shannon Tweed,Adam Rifkin,Comedy|Music,detroit rock ci,Natasha Lyonne Lin Shaye Shannon Tweed Adam Rifkin Comedy|Music
Christopher Lambert,Jon Polito,Celia Imrie,Russell Mulcahy,Action|Adventure|Fantasy,highland,Christopher Lambert Jon Polito Celia Imrie Russell Mulcahy Action|Adventure|Fantasy
Alison Lohman,Omar Benson Miller,Robin Weigert,Susanne Bier,Drama,things we lost in the fi,Alison Lohman Omar Benson Miller Robin Weigert Susanne Bier Drama
Charles Napier,Annabeth Gish,Hill Harper,Kenneth Johnson,Action|Crime|Sci-Fi,ste,Charles Napier Annabeth Gish Hill Harper Kenneth Johnson Action|Crime|Sci-Fi
Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,James Gray,Drama|Romance,the immigra,Jeremy Renner Dagmara Dominczyk Angela Sarafyan James Gray Drama|Romance
Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,James Ivory,Drama|History|Romance|War,the white counte,Vanessa Redgrave Natasha Richardson Lynn Redgrave James Ivory Drama|History|Romance|War
Rosario Dawson,Spencer Wilding,Tuppence Middleton,Danny Boyle,Crime|Drama|Mystery|Thriller,tran,Rosario Dawson Spencer Wilding Tuppence Middleton Danny Boyle Crime|Drama|Mystery|Thriller
Mo'Nique,Snoop Dogg,Tom Arnold,Jessy Terrero,Comedy,soul pla,Mo'Nique Snoop Dogg Tom Arnold Jessy Terrero Comedy
Dany Boon,Kad Merad,Michel Galabru,Dany Boon,Comedy|Romance,welcome to the stic,Dany Boon Kad Merad Michel Galabru Dany Boon Comedy|Romance
Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,Vicente Amorim,Drama|Romance|War,go,Viggo Mortensen Jodie Whittaker Steven Mackintosh Vicente Amorim Drama|Romance|War
Paz de la Huerta,Emily Alyn Lind,Olly Alexander,Gaspar Noé,Drama|Fantasy,enter the vo,Paz de la Huerta Emily Alyn Lind Olly Alexander Gaspar Noé Drama|Fantasy
Taylor Negron,Justin Kirk,Ivan Sergei,Amy Heckerling,Comedy|Horror|Romance,vam,Taylor Negron Justin Kirk Ivan Sergei Amy Heckerling Comedy|Horror|Romance
Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,Lasse Hallström,Drama|Family,hachi: a dog's ta,Cary-Hiroyuki Tagawa Sarah Roemer Joan Allen Lasse Hallström Drama|Family
Orlando Bloom,Tanya van Graan,Conrad Kemp,Jérôme Salle,Crime|Drama|Thriller,zu,Orlando Bloom Tanya van Graan Conrad Kemp Jérôme Salle Crime|Drama|Thriller
Barry Corbin,Tim Blake Nelson,Miranda Otto,Tommy Lee Jones,Drama|Western,the homesm,Barry Corbin Tim Blake Nelson Miranda Otto Tommy Lee Jones Drama|Western
Vivica A. Fox,Jenifer Lewis,Kevin Pollak,Jesse Vaughan,Comedy|Drama|Romance|Sport,juwanna ma,Vivica A. Fox Jenifer Lewis Kevin Pollak Jesse Vaughan Comedy|Drama|Romance|Sport
Steven Van Zandt,Trond Fausa,Tommy Karlsen,uknown,Comedy|Crime|Drama,lilyhammer          ,Steven Van Zandt Trond Fausa Tommy Karlsen uknown Comedy|Crime|Drama
David Alpay,Marie-Josée Croze,Charles Aznavour,Atom Egoyan,Drama|War,arar,David Alpay Marie-Josée Croze Charles Aznavour Atom Egoyan Drama|War
Bruce Dern,Jake Lloyd,William Shockley,William Bindley,Drama|Sport,madis,Bruce Dern Jake Lloyd William Shockley William Bindley Drama|Sport
Mekhi Phifer,LL Cool J,Fisher Stevens,Wayne Beach,Drama|Mystery|Thriller,slow bu,Mekhi Phifer LL Cool J Fisher Stevens Wayne Beach Drama|Mystery|Thriller
Carole Bouquet,Ryôko Hirosue,Michel Muller,Gérard Krawczyk,Action|Comedy|Crime|Drama|Thriller,wasa,Carole Bouquet Ryôko Hirosue Michel Muller Gérard Krawczyk Action|Comedy|Crime|Drama|Thriller
Dustin Milligan,Gregg Henry,Tania Saulnier,James Gunn,Comedy|Horror|Sci-Fi,slith,Dustin Milligan Gregg Henry Tania Saulnier James Gunn Comedy|Horror|Sci-Fi
Judge Reinhold,Ronny Cox,James Russo,Martin Brest,Action|Comedy|Crime,beverly hills c,Judge Reinhold Ronny Cox James Russo Martin Brest Action|Comedy|Crime
Macaulay Culkin,Devin Ratray,Catherine O'Hara,Chris Columbus,Comedy|Family,home alo,Macaulay Culkin Devin Ratray Catherine O'Hara Chris Columbus Comedy|Family
Tom Selleck,Ted Danson,Steve Guttenberg,Leonard Nimoy,Comedy|Drama|Family,3 men and a ba,Tom Selleck Ted Danson Steve Guttenberg Leonard Nimoy Comedy|Drama|Family
Bill Murray,Sydney Pollack,Teri Garr,Sydney Pollack,Comedy|Drama|Romance,toots,Bill Murray Sydney Pollack Teri Garr Sydney Pollack Comedy|Drama|Romance
Tom Cruise,Tom Skerritt,Adrian Pasdar,Tony Scott,Action|Drama|Romance,top g,Tom Cruise Tom Skerritt Adrian Pasdar Tony Scott Action|Drama|Romance
Chen Chang,Pei-Pei Cheng,Sihung Lung,Ang Lee,Action|Drama|Romance,"crouching tiger, hidden drag",Chen Chang Pei-Pei Cheng Sihung Lung Ang Lee Action|Drama|Romance
Kevin Spacey,Peter Gallagher,Ara Celi,Sam Mendes,Drama,american beau,Kevin Spacey Peter Gallagher Ara Celi Sam Mendes Drama
Colin Firth,Jennifer Ehle,Derek Jacobi,Tom Hooper,Biography|Drama|History|Romance,the king's spee,Colin Firth Jennifer Ehle Derek Jacobi Tom Hooper Biography|Drama|History|Romance
Kelly Preston,Tony Jay,Hugh O'Brian,Ivan Reitman,Comedy|Crime,twi,Kelly Preston Tony Jay Hugh O'Brian Ivan Reitman Comedy|Crime
Bex Taylor-Klaus,Bobby Campo,Jason Wiles,uknown,Crime|Drama|Horror|Mystery|Thriller,scream: the tv series          ,Bex Taylor-Klaus Bobby Campo Jason Wiles uknown Crime|Drama|Horror|Mystery|Thriller
Kristen Stewart,Eddie Redmayne,William Hurt,Udayan Prasad,Drama|Romance,the yellow handkerchi,Kristen Stewart Eddie Redmayne William Hurt Udayan Prasad Drama|Romance
Oprah Winfrey,Rae Dawn Chong,Dana Ivey,Steven Spielberg,Drama,the color purp,Oprah Winfrey Rae Dawn Chong Dana Ivey Steven Spielberg Drama
Nicole Dionne,Ji-won Ha,Kyung-gu Sol,JK Youn,Action|Comedy|Drama|Thriller,tidal wa,Nicole Dionne Ji-won Ha Kyung-gu Sol JK Youn Action|Comedy|Drama|Thriller
Morgan Freeman,Ayelet Zurer,Moises Arias,Timur Bekmambetov,Adventure|Drama|History,ben-h,Morgan Freeman Ayelet Zurer Moises Arias Timur Bekmambetov Adventure|Drama|History
Benedict Cumberbatch,Rory Kinnear,Allen Leech,Morten Tyldum,Biography|Drama|Thriller|War,the imitation ga,Benedict Cumberbatch Rory Kinnear Allen Leech Morten Tyldum Biography|Drama|Thriller|War
Eileen Brennan,Albert Brooks,Alan Oppenheimer,Howard Zieff,Comedy|War,private benjam,Eileen Brennan Albert Brooks Alan Oppenheimer Howard Zieff Comedy|War
Sissy Spacek,Beverly D'Angelo,Levon Helm,Michael Apted,Biography|Drama|Music|Musical,coal miner's daught,Sissy Spacek Beverly D'Angelo Levon Helm Michael Apted Biography|Drama|Music|Musical
Chloë Grace Moretz,Zachary Gordon,Rachael Harris,Thor Freudenthal,Comedy|Family,diary of a wimpy k,Chloë Grace Moretz Zachary Gordon Rachael Harris Thor Freudenthal Comedy|Family
Javier Botet,Megan Charpentier,Isabelle Nélisse,Andrés Muschietti,Fantasy|Horror,ma,Javier Botet Megan Charpentier Isabelle Nélisse Andrés Muschietti Fantasy|Horror
Jamie Lee Curtis,Donald Pleasence,P.J. Soles,John Carpenter,Horror|Thriller,hallowe,Jamie Lee Curtis Donald Pleasence P.J. Soles John Carpenter Horror|Thriller
Beverly D'Angelo,Randy Quaid,Jane Krakowski,Harold Ramis,Adventure|Comedy,national lampoon's vacati,Beverly D'Angelo Randy Quaid Jane Krakowski Harold Ramis Adventure|Comedy
Jackson Nicoll,Georgina Cates,Grasie Mercedes,Jeff Tremaine,Comedy,bad grand,Jackson Nicoll Georgina Cates Grasie Mercedes Jeff Tremaine Comedy
Roger Allam,Sylvia Syms,Alex Jennings,Stephen Frears,Biography|Drama,the que,Roger Allam Sylvia Syms Alex Jennings Stephen Frears Biography|Drama
Catherine O'Hara,Jeffrey Jones,Glenn Shadix,Tim Burton,Comedy|Fantasy,beetlejui,Catherine O'Hara Jeffrey Jones Glenn Shadix Tim Burton Comedy|Fantasy
Michael Jai White,Tasha Smith,Lamman Rucker,Tyler Perry,Comedy|Drama,why did i get marrie,Michael Jai White Tasha Smith Lamman Rucker Tyler Perry Comedy|Drama
Christian Bale,Kirsten Dunst,Eric Stoltz,Gillian Armstrong,Drama|Family|Romance,little wom,Christian Bale Kirsten Dunst Eric Stoltz Gillian Armstrong Drama|Family|Romance
Daniel Radcliffe,Roger Allam,Jessica Raine,James Watkins,Drama|Fantasy|Horror|Thriller,the woman in bla,Daniel Radcliffe Roger Allam Jessica Raine James Watkins Drama|Fantasy|Horror|Thriller
Madeline Carroll,Tessa Thompson,Brian Geraghty,Simon West,Horror|Thriller,when a stranger cal,Madeline Carroll Tessa Thompson Brian Geraghty Simon West Horror|Thriller
Frankie Muniz,Donald Faison,Lee Majors,Shawn Levy,Adventure|Comedy|Family,big fat li,Frankie Muniz Donald Faison Lee Majors Shawn Levy Adventure|Comedy|Family
Robert De Niro,Meryl Streep,John Savage,Michael Cimino,Drama|War,the deer hunt,Robert De Niro Meryl Streep John Savage Michael Cimino Drama|War
Robert De Niro,Kirsten Dunst,John Michael Higgins,Barry Levinson,Comedy|Drama,wag the d,Robert De Niro Kirsten Dunst John Michael Higgins Barry Levinson Comedy|Drama
Clayton Snyder,Adam Lamberg,Alex Borstein,Jim Fall,Adventure|Comedy|Family|Music|Romance,the lizzie mcguire mov,Clayton Snyder Adam Lamberg Alex Borstein Jim Fall Adventure|Comedy|Family|Music|Romance
Dwayne Johnson,Harold Perrineau,Nadine Velazquez,Ric Roman Waugh,Action|Drama|Thriller,snit,Dwayne Johnson Harold Perrineau Nadine Velazquez Ric Roman Waugh Action|Drama|Thriller
Adam Scott,Conchata Ferrell,Allison Tolman,Michael Dougherty,Comedy|Fantasy|Horror,kramp,Adam Scott Conchata Ferrell Allison Tolman Michael Dougherty Comedy|Fantasy|Horror
Jordana Brewster,Salma Hayek,Clea DuVall,Robert Rodriguez,Horror|Mystery|Sci-Fi,the facul,Jordana Brewster Salma Hayek Clea DuVall Robert Rodriguez Horror|Mystery|Sci-Fi
Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,Brian Gibson,Biography|Drama|Music,what's love got to do with ,Rae'Ven Kelly Virginia Capers Dororthy Thorton Brian Gibson Biography|Drama|Music
Robert De Niro,Sylvester Stallone,Janeane Garofalo,James Mangold,Crime|Drama|Thriller,cop la,Robert De Niro Sylvester Stallone Janeane Garofalo James Mangold Crime|Drama|Thriller
Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,Joel Gallen,Comedy,not another teen mov,Chris Evans JoAnna Garcia Swisher Mia Kirshner Joel Gallen Comedy
Jake Gyllenhaal,Anna Kendrick,America Ferrera,David Ayer,Crime|Drama|Thriller,end of wat,Jake Gyllenhaal Anna Kendrick America Ferrera David Ayer Crime|Drama|Thriller
Emma Stone,Bradley Cooper,Bill Murray,Cameron Crowe,Comedy|Drama|Romance,alo,Emma Stone Bradley Cooper Bill Murray Cameron Crowe Comedy|Drama|Romance
Paul Walker,Leslie Bibb,William Petersen,Rob Cohen,Action|Crime|Drama|Thriller,the skul,Paul Walker Leslie Bibb William Petersen Rob Cohen Action|Crime|Drama|Thriller
Eddie Redmayne,Emily Watson,Simon McBurney,James Marsh,Biography|Drama|Romance,the theory of everythi,Eddie Redmayne Emily Watson Simon McBurney James Marsh Biography|Drama|Romance
Greg Grunberg,Regina Hall,Blair Underwood,John Whitesell,Comedy|Crime,malibu's most want,Greg Grunberg Regina Hall Blair Underwood John Whitesell Comedy|Crime
Natalie Portman,James Frain,Stockard Channing,Matt Williams,Comedy|Drama|Romance,where the heart ,Natalie Portman James Frain Stockard Channing Matt Williams Comedy|Drama|Romance
Claude Rains,José Ferrer,Jack Hawkins,David Lean,Adventure|Biography|Drama|History|War,lawrence of arab,Claude Rains José Ferrer Jack Hawkins David Lean Adventure|Biography|Drama|History|War
Scout Taylor-Compton,Tyler Mane,Margot Kidder,Rob Zombie,Horror,halloween ,Scout Taylor-Compton Tyler Mane Margot Kidder Rob Zombie Horror
Michiel Huisman,Kevin Rankin,Gaby Hoffmann,Jean-Marc Vallée,Adventure|Biography|Drama,wi,Michiel Huisman Kevin Rankin Gaby Hoffmann Jean-Marc Vallée Adventure|Biography|Drama
Tony Goldwyn,Monica Potter,Martha MacIsaac,Dennis Iliadis,Crime|Horror|Thriller,the last house on the le,Tony Goldwyn Monica Potter Martha MacIsaac Dennis Iliadis Crime|Horror|Thriller
Jack Davenport,Debra Messing,Holland Taylor,Clare Kilner,Comedy|Romance,the wedding da,Jack Davenport Debra Messing Holland Taylor Clare Kilner Comedy|Romance
Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,Rick Rosenthal,Comedy|Horror|Thriller,halloween: resurrecti,Jamie Lee Curtis Thomas Ian Nicholas Bianca Kajlich Rick Rosenthal Comedy|Horror|Thriller
Liam Neeson,Jason Flemyng,Alexa Davalos,Louis Leterrier,Action|Adventure|Fantasy,clash of the tita,Liam Neeson Jason Flemyng Alexa Davalos Louis Leterrier Action|Adventure|Fantasy
Robin Wright,Carol Kane,André the Giant,Rob Reiner,Adventure|Family|Fantasy|Romance,the princess bri,Robin Wright Carol Kane André the Giant Rob Reiner Adventure|Family|Fantasy|Romance
Denzel Washington,Jurnee Smollett-Bell,John Heard,Denzel Washington,Biography|Drama,the great debate,Denzel Washington Jurnee Smollett-Bell John Heard Denzel Washington Biography|Drama
